                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    478,                0.34318,                0.70736,                0.97415,                      1,                      1,                  0.995,                  0.995,                0.13537,                0.20728,                0.67544,             3.9656e-05,             3.9656e-05,             3.9656e-05
                    479,                0.32539,                0.75085,                 0.9878,                      1,                      1,                  0.995,                  0.995,                0.14476,                0.20078,                0.67848,             3.8242e-05,             3.8242e-05,             3.8242e-05
                    480,                0.32474,                0.73543,                0.99261,                      1,                      1,                  0.995,                  0.995,                0.15354,                0.21308,                0.68159,             3.6828e-05,             3.6828e-05,             3.6828e-05
                    481,                0.33096,                0.71053,                  1.002,                      1,                      1,                  0.995,                  0.995,                0.16228,                0.22075,                0.68318,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    482,                0.37492,                0.77242,                 1.0008,                      1,                      1,                  0.995,                  0.995,                0.16844,                0.23017,                0.68551,             3.4001e-05,             3.4001e-05,             3.4001e-05
                    483,                0.34676,                 0.8019,                0.98571,                      1,                      1,                  0.995,                  0.995,                0.17413,                0.22284,                 0.6868,             3.2587e-05,             3.2587e-05,             3.2587e-05
                    484,                0.34131,                0.82685,                0.98786,                      1,                      1,                  0.995,                  0.995,                0.17116,                0.23231,                0.68536,             3.1173e-05,             3.1173e-05,             3.1173e-05
                    485,                0.36792,                0.80057,                  1.017,                      1,                      1,                  0.995,                  0.995,                 0.1783,                0.22439,                0.68469,              2.976e-05,              2.976e-05,              2.976e-05
                    486,                 0.3576,                0.76807,                0.99393,                      1,                      1,                  0.995,                  0.995,                0.18081,                0.22448,                0.68475,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    487,                0.34355,                 0.7296,                0.99064,                      1,                      1,                  0.995,                  0.995,                0.18008,                 0.2269,                0.68434,             2.6932e-05,             2.6932e-05,             2.6932e-05
                    488,                   0.37,                0.77395,                0.99895,                      1,                      1,                  0.995,                  0.995,                0.17702,                0.22986,                0.68358,             2.5518e-05,             2.5518e-05,             2.5518e-05
                    489,                0.35799,                0.75718,                 1.0014,                      1,                      1,                  0.995,                  0.995,                0.17013,                0.23172,                0.68296,             2.4105e-05,             2.4105e-05,             2.4105e-05
                    490,                 0.3538,                0.79762,                0.98197,                      1,                      1,                  0.995,                  0.995,                0.16791,                0.24506,                0.68184,             2.2691e-05,             2.2691e-05,             2.2691e-05
                    491,                0.21794,                0.44038,                0.89396,                      1,                      1,                  0.995,                  0.995,                0.15676,                0.24192,                0.67905,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    492,                0.22768,                0.42457,                0.89001,                      1,                      1,                  0.995,                  0.995,                0.15399,                0.24542,                0.67853,             1.9863e-05,             1.9863e-05,             1.9863e-05
                    493,                0.21619,                0.44056,                0.86226,                      1,                      1,                  0.995,                  0.995,                0.14604,                0.26015,                0.67827,              1.845e-05,              1.845e-05,              1.845e-05
                    494,                0.22616,                0.40069,                 0.8857,                      1,                      1,                  0.995,                  0.995,                0.14241,                0.25938,                0.67772,             1.7036e-05,             1.7036e-05,             1.7036e-05
                    495,                0.20821,                0.44866,                0.83362,                      1,                      1,                  0.995,                  0.995,                0.14955,                 0.2419,                0.67824,             1.5622e-05,             1.5622e-05,             1.5622e-05
                    496,                0.20747,                0.40507,                0.87508,                      1,                      1,                  0.995,                  0.995,                0.15188,                0.24396,                0.67831,             1.4209e-05,             1.4209e-05,             1.4209e-05
                    497,                 0.2057,                0.42396,                0.85698,                      1,                      1,                  0.995,                  0.995,                 0.1472,                 0.2224,                0.67862,             1.2795e-05,             1.2795e-05,             1.2795e-05
                    498,                0.21209,                0.39534,                0.87093,                      1,                      1,                  0.995,                  0.995,                 0.1553,                 0.2219,                0.67826,             1.1381e-05,             1.1381e-05,             1.1381e-05
                    499,                  0.214,                0.43612,                0.87837,                      1,                      1,                  0.995,                  0.995,                0.15571,                0.23872,                0.67914,             9.9674e-06,             9.9674e-06,             9.9674e-06
                    500,                0.21405,                0.42771,                 0.8909,                      1,                      1,                  0.995,                  0.995,                0.15851,                0.23302,                0.67858,             8.5537e-06,             8.5537e-06,             8.5537e-06
